book	status2	status	PARAGON	tok_length		ParagonURI	local_path
0361AbuSacidKudami.Istiqama	pri	pri	z	196107		z	../data/0361AbuSacidKudami/0361AbuSacidKudami.Istiqama/0361AbuSacidKudami.Istiqama.ShamIbadiyya0000005-ara1
1308IbnKhalilHindiCuthmani.IzharHaqq	pri	pri	z	195923		z	../data/1308IbnKhalilHindiCuthmani/1308IbnKhalilHindiCuthmani.IzharHaqq/1308IbnKhalilHindiCuthmani.IzharHaqq.Shamela0022721-ara1
1450CabdKarimKhudayr.TacliqCalaTafsirJalalayn	pri	pri	z	195827		z	../data/1450CabdKarimKhudayr/1450CabdKarimKhudayr.TacliqCalaTafsirJalalayn/1450CabdKarimKhudayr.TacliqCalaTafsirJalalayn.Shamela0023842-ara1
0573IbnHibatAllahQutbDinRawandi.FiqhQuran	pri	pri	quran: tafsir shici	195817	1	0000Paragon.QuranTafsirShici	../data/0573IbnHibatAllahQutbDinRawandi/0573IbnHibatAllahQutbDinRawandi.FiqhQuran/0573IbnHibatAllahQutbDinRawandi.FiqhQuran.Shia002369Vols-ara1
0745IbnHamzaMuayyadBiLlahTalibi.TirazLiAsrar	pri	pri	z	195765		z	../data/0745IbnHamzaMuayyadBiLlahTalibi/0745IbnHamzaMuayyadBiLlahTalibi.TirazLiAsrar/0745IbnHamzaMuayyadBiLlahTalibi.TirazLiAsrar.Shamela0023788-ara1
1009MuhammadCamili.NihayatMaram	pri	pri	z	195324		z	../data/1009MuhammadCamili/1009MuhammadCamili.NihayatMaram/1009MuhammadCamili.NihayatMaram.Shia000204Vols-ara1
1068IbnCaliFuwati.BadrMunir	pri	pri	z	195175		z	../data/1068IbnCaliFuwati/1068IbnCaliFuwati.BadrMunir/1068IbnCaliFuwati.BadrMunir.Zaydiyya0000328-ara1
0751IbnQayyimJawziyya.TariqHijratayn	pri	pri	z	195063		z	../data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.TariqHijratayn/0751IbnQayyimJawziyya.TariqHijratayn.ShamAY0038387-ara3
1347HasanSinawani.AslJamic	pri	pri	z	194992		z	../data/1347HasanSinawani/1347HasanSinawani.AslJamic/1347HasanSinawani.AslJamic.Sham19Y0001469-ara1
0381IbnBabawayhSaduq.Khisal	pri	pri	z	194841		z	../data/0381IbnBabawayhSaduq/0381IbnBabawayhSaduq.Khisal/0381IbnBabawayhSaduq.Khisal.Shia001137-ara1.completed
1364CamirIbnKHamisMaliki.GhayatMatlub	pri	pri	z	194839		z	../data/1364CamirIbnKHamisMaliki/1364CamirIbnKHamisMaliki.GhayatMatlub/1364CamirIbnKHamisMaliki.GhayatMatlub.ShamIbadiyya0000942-ara1
1450MajmacFikrIslami.MawsucatMuallifiImamiya	pri	pri	z	194838		z	../data/1450MajmacFikrIslami/1450MajmacFikrIslami.MawsucatMuallifiImamiya/1450MajmacFikrIslami.MawsucatMuallifiImamiya.Shia003422Vols-ara1
0911Suyuti.BughyatWucat	pri	pri	z	194402		z	../data/0911Suyuti/0911Suyuti.BughyatWucat/0911Suyuti.BughyatWucat.Shamela0006744-ara1.mARkdown
0652Mahalli.HadaiqWardiyya	pri	pri	z	194313		z	../data/0652Mahalli/0652Mahalli.HadaiqWardiyya/0652Mahalli.HadaiqWardiyya.Kraken220413203004-ara1
0829TaqiDinDimashqiHisni.KifayatAkhyar	pri	pri	z	194062		z	../data/0829TaqiDinDimashqiHisni/0829TaqiDinDimashqiHisni.KifayatAkhyar/0829TaqiDinDimashqiHisni.KifayatAkhyar.Shamela0006140-ara1
0381IbnBabawayhSaduq.CilalSharaic	pri	pri	z	193846		z	../data/0381IbnBabawayhSaduq/0381IbnBabawayhSaduq.CilalSharaic/0381IbnBabawayhSaduq.CilalSharaic.Shia001140Vols-ara1.completed
0392IbnJinniMawsili.Khasais	pri	pri	z	193799		z	../data/0392IbnJinniMawsili/0392IbnJinniMawsili.Khasais/0392IbnJinniMawsili.Khasais.JK001302-ara1.mARkdown
1387MuhammadFuadCabdBaqi.MucjamAlfazQuranMufahras	pri	pri	z	193771		z	../data/1387MuhammadFuadCabdBaqi/1387MuhammadFuadCabdBaqi.MucjamAlfazQuranMufahras/1387MuhammadFuadCabdBaqi.MucjamAlfazQuranMufahras.Zaydiyya0000577-ara1
0645TilimsaniBurri.Jawhara	pri	pri	z	193702		z	../data/0645TilimsaniBurri/0645TilimsaniBurri.Jawhara/0645TilimsaniBurri.Jawhara.Shamela0026484-ara1.completed
0852IbnHajarCasqalani.MuwafaqatKhubrKhabar	pri	pri	z	193304		z	../data/0852IbnHajarCasqalani/0852IbnHajarCasqalani.MuwafaqatKhubrKhabar/0852IbnHajarCasqalani.MuwafaqatKhubrKhabar.Sham19Y0018611-ara1
0911Suyuti.MuzhirFiCulumLugha	pri	pri	z	193219		z	../data/0911Suyuti/0911Suyuti.MuzhirFiCulumLugha/0911Suyuti.MuzhirFiCulumLugha.JK001460-ara1
0911Suyuti.ZiyadatCalaMawducat	pri	pri	z	193205		z	../data/0911Suyuti/0911Suyuti.ZiyadatCalaMawducat/0911Suyuti.ZiyadatCalaMawducat.Sham19Y0018315-ara1
0224QasimIbnSallam.GharibHadith	pri	pri	z	193030		z	../data/0224QasimIbnSallam/0224QasimIbnSallam.GharibHadith/0224QasimIbnSallam.GharibHadith.Shia003895Vols-ara1
0852IbnHajarCasqalani.MajmacMuassis	pri	pri	z	193024		z	../data/0852IbnHajarCasqalani/0852IbnHajarCasqalani.MajmacMuassis/0852IbnHajarCasqalani.MajmacMuassis.Sham19Y0020861-ara1
1362CabdRahmanIbnDirham.NuzhatAbsar	pri	pri	z	192814		z	../data/1362CabdRahmanIbnDirham/1362CabdRahmanIbnDirham.NuzhatAbsar/1362CabdRahmanIbnDirham.NuzhatAbsar.ShamAY0005375-ara1
1380MuhammadAhmadHajari.MajmucBuldanYaman	pri	pri	z	192812		z	../data/1380MuhammadAhmadHajari/1380MuhammadAhmadHajari.MajmucBuldanYaman/1380MuhammadAhmadHajari.MajmucBuldanYaman.Rafed0002489Vols-ara1
0370AbuQasimAmidi.Muwazana	pri	pri	z	192599		z	../data/0370AbuQasimAmidi/0370AbuQasimAmidi.Muwazana/0370AbuQasimAmidi.Muwazana.Sham19Y0026183-ara1.mARkdown
1004ShamsDinRamli.GhayatBayan	pri	pri	z	192477		z	../data/1004ShamsDinRamli/1004ShamsDinRamli.GhayatBayan/1004ShamsDinRamli.GhayatBayan.Shamela0006136-ara1
0260IbnShadhanAzdi.Idah	pri	pri	z	191461		z	../data/0260IbnShadhanAzdi/0260IbnShadhanAzdi.Idah/0260IbnShadhanAzdi.Idah.Shia001269-ara1
0571IbnCasakir.MucjamShuyukh	pri	pri	z	191383		z	../data/0571IbnCasakir/0571IbnCasakir.MucjamShuyukh/0571IbnCasakir.MucjamShuyukh.Shamela0012750-ara1.completed
0463IbnCabdBarr.JamicBayan	pri	pri	z	191290		z	../data/0463IbnCabdBarr/0463IbnCabdBarr.JamicBayan/0463IbnCabdBarr.JamicBayan.ShamAY0033956-ara1
0400IbnTahirMaqdisi.BadWaTarikh	pri	pri	z	190956		z	../data/0400IbnTahirMaqdisi/0400IbnTahirMaqdisi.BadWaTarikh/0400IbnTahirMaqdisi.BadWaTarikh.Shamela0012318-ara1.completed
1328MuhammadJawadBalaghi.AlaRahman	pri	pri	z	190917		z	../data/1328MuhammadJawadBalaghi/1328MuhammadJawadBalaghi.AlaRahman/1328MuhammadJawadBalaghi.AlaRahman.Rafed0003150Vols-ara1
1450Zuhayli.QawacidFiqhiyya	pri	pri	z	190867		z	../data/1450Zuhayli/1450Zuhayli.QawacidFiqhiyya/1450Zuhayli.QawacidFiqhiyya.Sham20Y0021786-ara1.completed
0950IbnSabat.SidqAkhbar	pri	pri	z	190786		z	../data/0950IbnSabat/0950IbnSabat.SidqAkhbar/0950IbnSabat.SidqAkhbar.Kraken220413194140-ara1
1051IbnYunusBuhutiHanbali.MinahShafiyat	pri	pri	z	190482		z	../data/1051IbnYunusBuhutiHanbali/1051IbnYunusBuhutiHanbali.MinahShafiyat/1051IbnYunusBuhutiHanbali.MinahShafiyat.Sham19Y0006538-ara1
0292Yacqubi.Tarikh	pri	pri	z	190340		z	../data/0292Yacqubi/0292Yacqubi.Tarikh/0292Yacqubi.Tarikh.JK001493-ara1.mARkdown
0676Nawawi.IrshadTullabHaqaiq	pri	pri	z	190331		z	../data/0676Nawawi/0676Nawawi.IrshadTullabHaqaiq/0676Nawawi.IrshadTullabHaqaiq.Sham19Y0127654-ara1
0468IbnAhmadWahidiNaysaburi.WajizFiTafsir	pri	pri	z	190121		z	../data/0468IbnAhmadWahidiNaysaburi/0468IbnAhmadWahidiNaysaburi.WajizFiTafsir/0468IbnAhmadWahidiNaysaburi.WajizFiTafsir.JK000462-ara1
1117IbnMuhammadSharafDinDimyatti.IthafFudalaBashar	pri	pri	z	189749		z	../data/1117IbnMuhammadSharafDinDimyatti/1117IbnMuhammadSharafDinDimyatti.IthafFudalaBashar/1117IbnMuhammadSharafDinDimyatti.IthafFudalaBashar.Shamela0010010-ara1
0911Suyuti.SharhShawahidMughni	pri	pri	z	189666		z	../data/0911Suyuti/0911Suyuti.SharhShawahidMughni/0911Suyuti.SharhShawahidMughni.Sham19Y0017724-ara1
1250Shawkani.BadrTalic	pri	pri	z	189663		z	../data/1250Shawkani/1250Shawkani.BadrTalic/1250Shawkani.BadrTalic.JK000998-ara1.completed
0700CaliIbnMuhammadSabzawariQummi.JamicKhilaf	pri	pri	z	189499		z	../data/0700CaliIbnMuhammadSabzawariQummi/0700CaliIbnMuhammadSabzawariQummi.JamicKhilaf/0700CaliIbnMuhammadSabzawariQummi.JamicKhilaf.Shia000065-ara1
1100IbnCabdKarimAshmuniMisri.ManarHuda	pri	pri	z	189440		z	../data/1100IbnCabdKarimAshmuniMisri/1100IbnCabdKarimAshmuniMisri.ManarHuda/1100IbnCabdKarimAshmuniMisri.ManarHuda.Shamela0038091-ara1
0502IbnCaliTabriziShaybani.DiwanHamasa	pri	pri	z	188726		z	../data/0502IbnCaliTabriziShaybani/0502IbnCaliTabriziShaybani.DiwanHamasa/0502IbnCaliTabriziShaybani.DiwanHamasa.JK001099-ara1
0916IbnFanad.MaathirAbrar	pri	pri	z	188687		z	../data/0916IbnFanad/0916IbnFanad.MaathirAbrar/0916IbnFanad.MaathirAbrar.Zaydiyya0000090-ara1
0795IbnRajabHanbali.JamicCulumWaHikam	pri	pri	z	188484		z	../data/0795IbnRajabHanbali/0795IbnRajabHanbali.JamicCulumWaHikam/0795IbnRajabHanbali.JamicCulumWaHikam.Shamela0010443-ara1
0775Anonymous.InsafFiIntisaf	pri	pri	z	188457		z	../data/0775Anonymous/0775Anonymous.InsafFiIntisaf/0775Anonymous.InsafFiIntisaf.Kraken211005012007-ara1.mARkdown
0646IbnCumarIbnHajibKurdi.Amali	pri	pri	z	188406		z	../data/0646IbnCumarIbnHajibKurdi/0646IbnCumarIbnHajibKurdi.Amali/0646IbnCumarIbnHajibKurdi.Amali.Sham19Y0124755-ara1
0548IbnHasanTabarsi.IclamWara	pri	pri	z	188304		z	../data/0548IbnHasanTabarsi/0548IbnHasanTabarsi.IclamWara/0548IbnHasanTabarsi.IclamWara.Shia003695Vols-ara1
0751IbnQayyimJawziyya.SawaciqMursala	pri	pri	z	188272		z	../data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.SawaciqMursala/0751IbnQayyimJawziyya.SawaciqMursala.JK000101-ara1
0732IbnCumarBurhanDinJacbari.RusukhAhbar	pri	pri	z	188146		z	../data/0732IbnCumarBurhanDinJacbari/0732IbnCumarBurhanDinJacbari.RusukhAhbar/0732IbnCumarBurhanDinJacbari.RusukhAhbar.Sham19Y0014032-ara1
1182IbnIsmacilSancani.TawdihAfkar	pri	pri	z	187973		z	../data/1182IbnIsmacilSancani/1182IbnIsmacilSancani.TawdihAfkar/1182IbnIsmacilSancani.TawdihAfkar.JK000995-ara1
0285IbnYazidMubarrad.KamilFiLugha	pri	pri	z	187592		z	../data/0285IbnYazidMubarrad/0285IbnYazidMubarrad.KamilFiLugha/0285IbnYazidMubarrad.KamilFiLugha.Shamela0008505-ara1.mARkdown
0728IbnMutahharZaydi.CuqudCiqyan	pri	pri	z	187478		z	../data/0728IbnMutahharZaydi/0728IbnMutahharZaydi.CuqudCiqyan/0728IbnMutahharZaydi.CuqudCiqyan.Zaydiyya0000373Vols-ara1
0458Bayhaqi.MadkhalIlaCilmSunan	pri	pri	z	187343		z	../data/0458Bayhaqi/0458Bayhaqi.MadkhalIlaCilmSunan/0458Bayhaqi.MadkhalIlaCilmSunan.Sham19Y0039268-ara1
0751IbnQayyimJawziyya.HashiyaCalaSunanAbiDawud	pri	pri	z	187062		z	../data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.HashiyaCalaSunanAbiDawud/0751IbnQayyimJawziyya.HashiyaCalaSunanAbiDawud.ShamAY0033523-ara2
0751IbnQayyimJawziyya.TahdhibSunanAbiDawud	pri	pri	z	186882		z	../data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.TahdhibSunanAbiDawud/0751IbnQayyimJawziyya.TahdhibSunanAbiDawud.ShamAY0035960-ara1
1337MuhammadZahriGhamrawi.SirajWahhaj	pri	pri	z	186843		z	../data/1337MuhammadZahriGhamrawi/1337MuhammadZahriGhamrawi.SirajWahhaj/1337MuhammadZahriGhamrawi.SirajWahhaj.JK001244-ara1
0616MuhibbDinCukbari.Imla	pri	pri	z	186837		z	../data/0616MuhibbDinCukbari/0616MuhibbDinCukbari.Imla/0616MuhibbDinCukbari.Imla.Shia002372Vols-ara1
1205WahidBihbahani.HashiyatMajmacFaidaWaBurhan	pri	pri	z	186629		z	../data/1205WahidBihbahani/1205WahidBihbahani.HashiyatMajmacFaidaWaBurhan/1205WahidBihbahani.HashiyatMajmacFaidaWaBurhan.Shia000260-ara1
0561CabdQadirJilani.Ghunya	pri	pri	z	186382		z	../data/0561CabdQadirJilani/0561CabdQadirJilani.Ghunya/0561CabdQadirJilani.Ghunya.Sham19Y0017817-ara1
0562Samcani.Muntakhab	pri	pri	z	186226		z	../data/0562Samcani/0562Samcani.Muntakhab/0562Samcani.Muntakhab.Shamela0021556-ara1.completed
0463KhatibBaghdadi.TalkhisMutashabih	pri	pri	z	186098		z	../data/0463KhatibBaghdadi/0463KhatibBaghdadi.TalkhisMutashabih/0463KhatibBaghdadi.TalkhisMutashabih.Shamela0021477-ara1
1340CaliBahrani.ManarHuda	pri	pri	z	185833		z	../data/1340CaliBahrani/1340CaliBahrani.ManarHuda/1340CaliBahrani.ManarHuda.Shia004525-ara1
1422CabdCazizSalman.MajmucatQasaid	pri	pri	z	185571		z	../data/1422CabdCazizSalman/1422CabdCazizSalman.MajmucatQasaid/1422CabdCazizSalman.MajmucatQasaid.Sham19Y0038155-ara1
0794BadrDinZarkashi.ManthurFiQawacid	pri	pri	z	185545		z	../data/0794BadrDinZarkashi/0794BadrDinZarkashi.ManthurFiQawacid/0794BadrDinZarkashi.ManthurFiQawacid.Shamela0021592-ara1.completed
0974IbnHajarHaytami.AshrafWasail	pri	pri	z	185357		z	../data/0974IbnHajarHaytami/0974IbnHajarHaytami.AshrafWasail/0974IbnHajarHaytami.AshrafWasail.Sham19Y0122255-ara1
1175MuhammadKarabisi.IklilManhaj	pri	pri	z	184859		z	../data/1175MuhammadKarabisi/1175MuhammadKarabisi.IklilManhaj/1175MuhammadKarabisi.IklilManhaj.Shia002959-ara1.completed
0489Waqqashi.TacliqCalaMuwatta	pri	pri	z	184461		z	../data/0489Waqqashi/0489Waqqashi.TacliqCalaMuwatta/0489Waqqashi.TacliqCalaMuwatta.Sham19Y0018194-ara1
0780IbnHasanQurashi.MinhajMuttaqin	pri	pri	z	184365		z	../data/0780IbnHasanQurashi/0780IbnHasanQurashi.MinhajMuttaqin/0780IbnHasanQurashi.MinhajMuttaqin.Zaydiyya0000263-ara1
0845Maqrizi.ItticazHunafa	pri	pri	z	184053		z	../data/0845Maqrizi/0845Maqrizi.ItticazHunafa/0845Maqrizi.ItticazHunafa.Shamela0000176-ara1.completed
0902Sakhawi.AjwibaMurdiyya	pri	pri	z	183840		z	../data/0902Sakhawi/0902Sakhawi.AjwibaMurdiyya/0902Sakhawi.AjwibaMurdiyya.Sham19Y0017878-ara1
0716NajmDinTufi.Isharat	pri	pri	z	183654		z	../data/0716NajmDinTufi/0716NajmDinTufi.Isharat/0716NajmDinTufi.Isharat.Sham19Y0013550-ara1
0505Ghazali.Mustasfa	pri	pri	z	183471		z	../data/0505Ghazali/0505Ghazali.Mustasfa/0505Ghazali.Mustasfa.ShamAY0034180-ara1
0320Israili.AghdhiyaWaAdwiya	pri	pri	z	183127		z	../data/0320Israili/0320Israili.AghdhiyaWaAdwiya/0320Israili.AghdhiyaWaAdwiya.Shia004668-ara1
1450MurtadaCaskari.AhadithCaisha	pri	pri	z	183012		z	../data/1450MurtadaCaskari/1450MurtadaCaskari.AhadithCaisha/1450MurtadaCaskari.AhadithCaisha.Shia001626Vols-ara1
0597IbnJawzi.Tabsira	pri	pri	z	182708		z	../data/0597IbnJawzi/0597IbnJawzi.Tabsira/0597IbnJawzi.Tabsira.JK007063-ara1
0251IbnMansurKawsaj.Masail	pri	pri	z	182672		z	../data/0251IbnMansurKawsaj/0251IbnMansurKawsaj.Masail/0251IbnMansurKawsaj.Masail.Shamela0003125-ara1
0873IbnShahinZahiri.Isharat	pri	pri	z	182337		z	../data/0873IbnShahinZahiri/0873IbnShahinZahiri.Isharat/0873IbnShahinZahiri.Isharat.Shia004693Vols-ara1
1329MuhammadKazimAkhundKhurasani.NihayatNihaya	pri	pri	z	182157		z	../data/1329MuhammadKazimAkhundKhurasani/1329MuhammadKazimAkhundKhurasani.NihayatNihaya/1329MuhammadKazimAkhundKhurasani.NihayatNihaya.Shia002774Vols-ara1
1041Maqqari.AzharRiyad	pri	pri	z	181939		z	../data/1041Maqqari/1041Maqqari.AzharRiyad/1041Maqqari.AzharRiyad.Shamela0026350-ara1.completed
0728IbnTaymiyya.Iman	pri	pri	z	181852		z	../data/0728IbnTaymiyya/0728IbnTaymiyya.Iman/0728IbnTaymiyya.Iman.Sham19Y0020587-ara1
0682SirajDinAzmawi.Tahsil	pri	pri	z	181653		z	../data/0682SirajDinAzmawi/0682SirajDinAzmawi.Tahsil/0682SirajDinAzmawi.Tahsil.Sham19Y0019235-ara1
0260ImamCaskari.Tafsir	pri	pri	z	181398		z	../data/0260ImamCaskari/0260ImamCaskari.Tafsir/0260ImamCaskari.Tafsir.Shia002334-ara1
1450AkramFaluji.MucjamShuyukhTabari	pri	pri	z	181315		z	../data/1450AkramFaluji/1450AkramFaluji.MucjamShuyukhTabari/1450AkramFaluji.MucjamShuyukhTabari.Shamela0029741-ara1
0597IbnMubarakBaghdadi.MuntahaTalab	pri	pri	z	181277		z	../data/0597IbnMubarakBaghdadi/0597IbnMubarakBaghdadi.MuntahaTalab/0597IbnMubarakBaghdadi.MuntahaTalab.JK010732-ara1
0790IbnMusaGharnatiShatibi.Ictisam	pri	pri	z	181198		z	../data/0790IbnMusaGharnatiShatibi/0790IbnMusaGharnatiShatibi.Ictisam/0790IbnMusaGharnatiShatibi.Ictisam.Shamela0036558-ara1
0852IbnHajarCasqalani.MucjamMufahras	pri	pri	z	181067		z	../data/0852IbnHajarCasqalani/0852IbnHajarCasqalani.MucjamMufahras/0852IbnHajarCasqalani.MucjamMufahras.Shamela0010714-ara1.mARkdown
1413TajDinKhui.MinhajSalihin	pri	pri	z	181049		z	../data/1413TajDinKhui/1413TajDinKhui.MinhajSalihin/1413TajDinKhui.MinhajSalihin.Shia000723Vols-ara1
0241IbnHanbal.CilalWaMacrifa	pri	pri	z	180923		z	../data/0241IbnHanbal/0241IbnHanbal.CilalWaMacrifa/0241IbnHanbal.CilalWaMacrifa.Shamela0002331-ara1.mARkdown
0751IbnQayyimJawziyya.TuruqHukmiyya	pri	pri	z	180763		z	../data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.TuruqHukmiyya/0751IbnQayyimJawziyya.TuruqHukmiyya.Sham19Y0018159-ara1
0458AbuYaclaIbnFarra.MasailFiqhiyya	pri	pri	z	180530		z	../data/0458AbuYaclaIbnFarra/0458AbuYaclaIbnFarra.MasailFiqhiyya/0458AbuYaclaIbnFarra.MasailFiqhiyya.Sham19Y0013246-ara1
0310IbnAhmadDulabi.KunaWaAsma	pri	pri	z	180497		z	../data/0310IbnAhmadDulabi/0310IbnAhmadDulabi.KunaWaAsma/0310IbnAhmadDulabi.KunaWaAsma.JK007016-ara1.completed
0460ShaykhTusi.MisbahMutahajjad	pri	pri	z	180289		z	../data/0460ShaykhTusi/0460ShaykhTusi.MisbahMutahajjad/0460ShaykhTusi.MisbahMutahajjad.Shia000042-ara1
1304CabdHayyLaknawi.TadhkiratRashid	pri	pri	z	180174		z	../data/1304CabdHayyLaknawi/1304CabdHayyLaknawi.TadhkiratRashid/1304CabdHayyLaknawi.TadhkiratRashid.ShamAY0036018-ara1
0974IbnHajarHaytami.FathMubin	pri	pri	z	179868		z	../data/0974IbnHajarHaytami/0974IbnHajarHaytami.FathMubin/0974IbnHajarHaytami.FathMubin.Sham19Y0008889-ara1
0774IbnKathir.TabaqatFuqahaShaficiyyin	pri	pri	z	179766		z	../data/0774IbnKathir/0774IbnKathir.TabaqatFuqahaShaficiyyin/0774IbnKathir.TabaqatFuqahaShaficiyyin.Shamela0012860-ara1.mARkdown
0852IbnHajarCasqalani.CujabFiBayanAsbab	pri	pri	z	179735		z	../data/0852IbnHajarCasqalani/0852IbnHajarCasqalani.CujabFiBayanAsbab/0852IbnHajarCasqalani.CujabFiBayanAsbab.Shamela0002102-ara1
0509IbnShahridarDaylami.Firdaws	pri	pri	z	179711		z	../data/0509IbnShahridarDaylami/0509IbnShahridarDaylami.Firdaws/0509IbnShahridarDaylami.Firdaws.JK001297-ara1
1223DiyaDinThamini.MatnKitabNil	pri	pri	z	179537		z	../data/1223DiyaDinThamini/1223DiyaDinThamini.MatnKitabNil/1223DiyaDinThamini.MatnKitabNil.ShamIbadiyya0000562-ara1
1328MuhammadJawadBalaghi.HudaIlaDinMustafa	pri	pri	z	179381		z	../data/1328MuhammadJawadBalaghi/1328MuhammadJawadBalaghi.HudaIlaDinMustafa/1328MuhammadJawadBalaghi.HudaIlaDinMustafa.Shia004552Vols-ara1
1270IbnMuhammadDawcaniHadrami.SharhMuqaddimaHadramiyya	pri	pri	z	179074		z	../data/1270IbnMuhammadDawcaniHadrami/1270IbnMuhammadDawcaniHadrami.SharhMuqaddimaHadramiyya/1270IbnMuhammadDawcaniHadrami.SharhMuqaddimaHadramiyya.Shamela0026535-ara1
1031BahaDinCamili.Kashkul	pri	pri	z	178994		z	../data/1031BahaDinCamili/1031BahaDinCamili.Kashkul/1031BahaDinCamili.Kashkul.JK009365-ara1
0413ShaykhMufid.Muqnica	pri	pri	fiqh: shici	178965	1	0000Paragon.FiqhShici	../data/0413ShaykhMufid/0413ShaykhMufid.Muqnica/0413ShaykhMufid.Muqnica.Shia000011-ara1
0264IbnYahyaMuzani.Mukhtasar	pri	pri	z	178694		z	../data/0264IbnYahyaMuzani/0264IbnYahyaMuzani.Mukhtasar/0264IbnYahyaMuzani.Mukhtasar.Shia000828-ara1
0597IbnJawzi.CilalMutanahiyya	pri	pri	z	178584		z	../data/0597IbnJawzi/0597IbnJawzi.CilalMutanahiyya/0597IbnJawzi.CilalMutanahiyya.Shamela0007351-ara1
0458Bayhaqi.ManaqibShafici	pri	pri	z	178531		z	../data/0458Bayhaqi/0458Bayhaqi.ManaqibShafici/0458Bayhaqi.ManaqibShafici.Sham19Y0022797-ara1
0774IbnKathir.QisasAnbiya	pri	pri	z	178518		0000Paragon.TarikhAnbiya	../data/0774IbnKathir/0774IbnKathir.QisasAnbiya/0774IbnKathir.QisasAnbiya.Shia003721Vols-ara1
0209MacmarIbnMuthanna.SharhNaqaidJarir	pri	pri	z	178356		z	../data/0209MacmarIbnMuthanna/0209MacmarIbnMuthanna.SharhNaqaidJarir/0209MacmarIbnMuthanna.SharhNaqaidJarir.Sham19Y0013609-ara1
0487AbuCubaydBakri.SimtLaaliFiSharhAmali	pri	pri	z	178079		z	../data/0487AbuCubaydBakri/0487AbuCubaydBakri.SimtLaaliFiSharhAmali/0487AbuCubaydBakri.SimtLaaliFiSharhAmali.JK009225-ara1
0352IbnIbrahimKufi.Tafsir	pri	pri	z	178006		z	../data/0352IbnIbrahimKufi/0352IbnIbrahimKufi.Tafsir/0352IbnIbrahimKufi.Tafsir.Masaha004578-ara1
0536AbuTahirTanukhi.Tanbih	pri	pri	z	177834		z	../data/0536AbuTahirTanukhi/0536AbuTahirTanukhi.Tanbih/0536AbuTahirTanukhi.Tanbih.Shamela0121378-ara1
1335IbnCabdSamicAbiAzhari.ThamrDani	pri	pri	z	177397		z	../data/1335IbnCabdSamicAbiAzhari/1335IbnCabdSamicAbiAzhari.ThamrDani/1335IbnCabdSamicAbiAzhari.ThamrDani.Shamela0007441-ara1
0726CallamaHilli.QawacidAhkam	pri	pri	z	177270		z	../data/0726CallamaHilli/0726CallamaHilli.QawacidAhkam/0726CallamaHilli.QawacidAhkam.Shia000134VolsBK1-ara1.completed
1316IbnCumarBantaniJawi.NihayatZayn	pri	pri	z	176536		z	../data/1316IbnCumarBantaniJawi/1316IbnCumarBantaniJawi.NihayatZayn/1316IbnCumarBantaniJawi.NihayatZayn.Shamela0006146-ara1
1138IbnCabdHadiNurDinSindi.HashiyaCalaNasai	pri	pri	z	176219		z	../data/1138IbnCabdHadiNurDinSindi/1138IbnCabdHadiNurDinSindi.HashiyaCalaNasai/1138IbnCabdHadiNurDinSindi.HashiyaCalaNasai.Shia001845Vols-ara1
0540IbnAhmadCalaDinSamarqandi.MizanUsul	pri	pri	z	176067		z	../data/0540IbnAhmadCalaDinSamarqandi/0540IbnAhmadCalaDinSamarqandi.MizanUsul/0540IbnAhmadCalaDinSamarqandi.MizanUsul.Sham19Y0019237-ara1
1450QasimCaliSacd.JamharatMalikiyya	pri	pri	z	175582		z	../data/1450QasimCaliSacd/1450QasimCaliSacd.JamharatMalikiyya/1450QasimCaliSacd.JamharatMalikiyya.Sham30K0033307-ara1
1337AhmadJindari.JamicWajiz	pri	pri	z	175231		z	../data/1337AhmadJindari/1337AhmadJindari.JamicWajiz/1337AhmadJindari.JamicWajiz.Zaydiyya0000276-ara1
1409CabdAllahKannun.NubughMaghribi	pri	pri	z	175042		z	../data/1409CabdAllahKannun/1409CabdAllahKannun.NubughMaghribi/1409CabdAllahKannun.NubughMaghribi.Sham19Y0148529-ara1
0328IbnQasimAnbari.ZahirFiMacani	pri	pri	z	174977		z	../data/0328IbnQasimAnbari/0328IbnQasimAnbari.ZahirFiMacani/0328IbnQasimAnbari.ZahirFiMacani.JK006922-ara1
1450LajnatQuranWaSunna.MuntakhabFiTafsir	pri	pri	z	174837		z	../data/1450LajnatQuranWaSunna/1450LajnatQuranWaSunna.MuntakhabFiTafsir/1450LajnatQuranWaSunna.MuntakhabFiTafsir.Tafsir09065-ara1
0815Ghuzuli.MatalicBudur	pri	pri	z	174808		z	../data/0815Ghuzuli/0815Ghuzuli.MatalicBudur/0815Ghuzuli.MatalicBudur.Shamela0005390-ara1
1062NurDinMusawiCamili.FawaidMadaniyya	pri	pri	z	174692		z	../data/1062NurDinMusawiCamili/1062NurDinMusawiCamili.FawaidMadaniyya/1062NurDinMusawiCamili.FawaidMadaniyya.Shia002759-ara1
